Sale Date,Order ID,Number of Items,Payment Method,Date Shipped,Ship City,Ship State,Ship Zipcode,Ship Country,Currency,Order Value,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Shipping,Sales Tax,Order Total,Status,Card Processing Fees,Order Net,Adjusted Order Total,Adjusted Card Processing Fees,Adjusted Net Order Amount,Order Type,Payment Type
1/7/2020,1569464217,1,Credit Card,1/9/2020,New Orleans,LA,70117,United States,USD,14,,,0,0,0,0,14,,0.67,13.33,,,,online,online_cc
1/7/2020,1569463591,1,Credit Card,1/9/2020,KNOXVILLE,TN,37921-6869,United States,USD,35,,,0,0,0,0,35,,1.3,33.7,,,,online,online_cc
1/7/2020,1559711860,1,Credit Card,1/8/2020,Pittsburgh,PA,15235,United States,USD,15,,,0,0,0,0,16.05,,0.73,14.27,,,,online,online_cc
1/6/2020,1559671574,1,Credit Card,1/8/2020,Hugo,MN,55038,United States,USD,50,NEWYEAR30,% off,15,0,0,0,37.5,,1.38,33.62,,,,online,online_cc
1/6/2020,1568933163,1,Credit Card,1/8/2020,San Diego,CA,92105,United States,USD,8,,,0,0,0,0,8.62,,0.51,7.49,,,,online,online_cc
1/6/2020,1568925313,1,Credit Card,1/8/2020,Champaign,IL,61821,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc
1/6/2020,1559302812,1,Credit Card,1/8/2020,Assonet,MA,02702-1706,United States,USD,28,NEWYEAR30,% off,8.4,0,0,0,20.83,,0.87,18.73,,,,online,online_cc
1/5/2020,1568860077,2,Credit Card,1/7/2020,Silver Spring,MD,20906,United States,USD,47,NEWYEAR30,% off,14.1,0,0,0,34.88,,1.3,31.6,,,,online,online_cc
1/5/2020,1559100758,1,Credit Card,1/7/2020,Henderson,NV,89074,United States,USD,25,NEWYEAR30,% off,7.5,0,0,0,18.97,,0.82,16.68,,,,online,online_cc
1/5/2020,1559077488,1,Credit Card,1/7/2020,Reston,VA,20194,United States,USD,18,,,0,0,0,0,19.08,,0.82,17.18,,,,online,online_cc
1/5/2020,1558942372,1,Credit Card,1/7/2020,Carrollton,GA,30116,United States,USD,12,,,0,0,0,0,12,,0.61,11.39,,,,online,online_cc
1/5/2020,1568519255,1,Credit Card,1/7/2020,Fort Pierce,FL,34950-8136,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc
1/5/2020,1568493735,1,Credit Card,1/7/2020,Rockaway,NJ,7866,United States,USD,30,,,0,0,0,0,31.99,,1.21,28.79,,,,online,online_cc
1/5/2020,1558892832,1,Credit Card,1/7/2020,Winfield,IA,52659,United States,USD,20,,,0,0,0,0,21.2,,0.89,19.11,,,,online,online_cc
1/4/2020,1558782242,1,Credit Card,1/6/2020,DuPont,WA,98327,United States,USD,13,,,0,0,0,0,14.21,,0.68,12.32,,,,online,online_cc
1/4/2020,1568235811,1,Credit Card,1/6/2020,La Crosse,WI,54601,United States,USD,12,,,0,0,0,0,12.66,,0.63,11.37,,,,online,online_cc
1/3/2020,1558371028,1,Credit Card,1/6/2020,Portland,OR,97203,United States,USD,75,,,0,0,0,0,75,,2.5,72.5,,,,online,online_cc
1/3/2020,1567712871,1,Credit Card,1/6/2020,Corryton,TN,37721,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc
1/2/2020,1567401621,1,Credit Card,1/6/2020,austin,TX,78754,United States,USD,25,,,0,0,0,0,27.06,,1.06,23.94,,,,online,online_cc
1/2/2020,1557762546,1,Credit Card,1/6/2020,Oakland,CA,94619-1763,United States,USD,12,,,0,0,0,0,13.11,,0.64,11.36,,,,online,online_cc
1/2/2020,1557630290,2,Credit Card,1/6/2020,Hampstead,MD,21074,United States,USD,22,,,0,0,0,0,23.32,,0.95,21.05,,,,online,online_cc
1/2/2020,1557532352,1,Credit Card,1/3/2020,WINTERSET,IA,50273,United States,USD,30,,,0,0,0,0,31.8,,1.2,28.8,,,,online,online_cc
1/1/2020,1566975049,1,Credit Card,1/3/2020,Buford,GA,30518,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc
1/1/2020,1557265346,1,Credit Card,1/3/2020,Chicago,IL,60646,United States,USD,40,10OFFNOW,% off,4,0,0,0,36,,1.33,34.67,,,,online,online_cc
1/1/2020,1557259858,1,Credit Card,1/3/2020,Valparaiso,IN,46385,United States,USD,18,,,0,0,0,0,19.26,,0.83,17.17,,,,online,online_cc
